Season,Playoffs,Rk,G,Date,Days Off,Age,Age-Decimal,Tm,Home,Opp,Result,WinLoss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2013-2014,0,69,66,3/24/2014,2.00,29-084,29.23013699,MIA,1,POR,2,W,1,38:22:00,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,32,25,4
2013-2014,0,70,67,3/26/2014,2.00,29-086,29.23561644,MIA,0,IND,-1,L,1,43:24:00,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,27.4,2
2013-2014,0,71,68,3/28/2014,1.00,29-088,29.24109589,MIA,0,DET,32,W,1,29:46:00,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,17,22.9,32
2013-2014,0,72,69,3/29/2014,2.00,29-089,29.24383562,MIA,0,MIL,21,W,1,30:03:00,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,13,7.1,19
2013-2014,0,73,70,3/31/2014,2.00,29-091,29.24931507,MIA,1,TOR,10,W,1,38:53:00,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,23.5,22
2013-2014,0,74,71,4/2/2014,2.00,29-093,29.25479452,MIA,1,MIL,19,W,1,29:21:00,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17,16.7,18
2013-2014,0,75,72,4/4/2014,2.00,29-095,29.26027397,MIA,1,MIN,-1,L,1,47:57:00,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,26.6,7
2013-2014,0,76,73,4/6/2014,2.00,29-097,29.26575342,MIA,1,NYK,11,W,1,42:47:00,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,38,28.3,2
2013-2014,0,77,74,4/8/2014,1.00,29-099,29.27123288,MIA,1,BRK,-1,L,1,37:08:00,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8,-2
2013-2014,0,78,75,4/9/2014,2.00,29-100,29.2739726,MIA,0,MEM,-5,L,1,41:22:00,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,37,28.4,-8
2013-2014,0,79,76,4/11/2014,1.00,29-102,29.27945205,MIA,1,IND,12,W,1,34:52:00,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,36,28.2,13
2013-2014,0,80,77,4/12/2014,8.00,29-103,29.28219178,MIA,0,ATL,-13,L,1,37:21:00,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,27,18,-13
2013-2014,1,1,1,4/20/2014,3.00,29-111,29.30410959,MIA,1,CHA,11,W,1,38:32:00,8,16,0.5,4,8,0.5,7,10,0.7,0,9,9,1,0,0,3,1,27,17.8,0
2013-2014,1,2,2,4/23/2014,3.00,29-114,29.31232877,MIA,1,CHA,4,W,1,39:50:00,11,17,0.647,1,5,0.2,9,12,0.75,0,6,6,8,4,0,4,2,32,29.9,6
2013-2014,1,3,3,4/26/2014,2.00,29-117,29.32054795,MIA,0,CHA,13,W,1,35:59:00,10,18,0.556,1,2,0.5,9,10,0.9,0,10,10,6,2,0,2,1,30,27.8,20
2013-2014,1,4,4,4/28/2014,8.00,29-119,29.3260274,MIA,0,CHA,11,W,1,42:54:00,10,19,0.526,1,5,0.2,10,12,0.833,0,7,7,9,3,1,2,3,31,29.8,12
2013-2014,1,5,5,5/6/2014,2.00,29-127,29.34794521,MIA,1,BRK,21,W,1,36:21:00,10,15,0.667,0,0,,2,2,1,1,4,5,3,0,0,1,2,22,17.7,10
2013-2014,1,6,6,5/8/2014,2.00,29-129,29.35342466,MIA,1,BRK,12,W,1,39:07:00,9,18,0.5,0,3,0,4,6,0.667,0,4,4,3,2,1,2,2,22,15.4,6
2013-2014,1,7,7,5/10/2014,2.00,29-131,29.35890411,MIA,0,BRK,-14,L,1,39:39:00,8,15,0.533,3,7,0.429,9,10,0.9,0,8,8,5,1,1,2,2,28,25.1,-14
2013-2014,1,8,8,5/12/2014,2.00,29-133,29.36438356,MIA,0,BRK,6,W,1,43:28:00,16,24,0.667,3,6,0.5,14,19,0.737,0,6,6,2,3,0,1,5,49,39.8,13
2013-2014,1,9,9,5/14/2014,4.00,29-135,29.36986301,MIA,1,BRK,2,W,1,43:36:00,6,14,0.429,2,5,0.4,15,17,0.882,2,7,9,5,0,1,5,1,29,23.1,4
2013-2014,1,10,10,5/18/2014,2.00,29-139,29.38082192,MIA,0,IND,-11,L,1,40:50:00,11,18,0.611,1,5,0.2,2,2,1,1,9,10,5,3,0,4,3,25,21.5,-13
2013-2014,1,11,11,5/20/2014,4.00,29-141,29.38630137,MIA,0,IND,4,W,1,42:21:00,9,18,0.5,1,5,0.2,3,6,0.5,0,7,7,6,2,3,3,3,22,18,4
2013-2014,1,12,12,5/24/2014,2.00,29-145,29.39726027,MIA,1,IND,12,W,1,39:46:00,9,14,0.643,1,2,0.5,7,9,0.778,1,4,5,7,3,0,6,2,26,22,21
2013-2014,1,13,13,5/26/2014,2.00,29-147,29.40273973,MIA,1,IND,12,W,1,35:48:00,13,21,0.619,2,3,0.667,4,4,1,0,10,10,5,2,0,2,3,32,27.8,10
2013-2014,1,14,14,5/28/2014,2.00,29-149,29.40821918,MIA,0,IND,-3,L,1,24:21:00,2,10,0.2,1,3,0.333,2,3,0.667,1,1,2,4,0,1,3,5,7,-0.1,1
2013-2014,1,15,15,5/30/2014,6.00,29-151,29.41369863,MIA,1,IND,25,W,1,31:39:00,8,12,0.667,0,0,,9,9,1,1,3,4,6,1,1,2,1,25,24.9,27
2013-2014,1,16,16,6/5/2014,3.00,29-157,29.43013699,MIA,0,SAS,-15,L,1,32:53:00,9,17,0.529,2,3,0.667,5,6,0.833,3,3,6,3,3,0,4,1,25,20,0
2013-2014,1,17,17,6/8/2014,2.00,29-160,29.43835616,MIA,0,SAS,2,W,1,37:36:00,14,22,0.636,3,3,1,4,5,0.8,2,8,10,3,2,0,4,3,35,27.5,11
2013-2014,1,18,18,6/10/2014,2.00,29-162,29.44383562,MIA,1,SAS,-19,L,1,39:49:00,9,14,0.643,2,4,0.5,2,3,0.667,1,4,5,7,5,0,7,5,22,18.2,-21
2013-2014,1,19,19,6/12/2014,3.00,29-164,29.44931507,MIA,1,SAS,-21,L,1,37:39:00,10,17,0.588,4,8,0.5,4,6,0.667,0,8,8,2,0,0,3,0,28,20.1,-21
2013-2014,1,20,20,6/15/2014,137.00,29-167,29.45753425,MIA,0,SAS,-17,L,1,41:16:00,10,21,0.476,3,9,0.333,8,9,0.889,1,9,10,5,0,2,1,1,31,26.8,-16
2014-2015,0,1,1,10/30/2014,1.00,29-304,29.83287671,CLE,1,NYK,-5,L,1,43:14:00,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2,-13
2014-2015,0,2,2,10/31/2014,4.00,29-305,29.83561644,CLE,0,CHI,6,W,1,41:40:00,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4,-3
2014-2015,0,3,3,11/4/2014,1.00,29-309,29.84657534,CLE,0,POR,-19,L,1,34:56:00,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8,-15
2014-2015,0,4,4,11/5/2014,2.00,29-310,29.84931507,CLE,0,UTA,-2,L,1,42:02:00,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5,3
2014-2015,0,5,5,11/7/2014,3.00,29-312,29.85479452,CLE,0,DEN,9,W,1,39:38:00,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3,14
2014-2015,0,6,6,11/10/2014,4.00,29-315,29.8630137,CLE,1,NOP,7,W,1,40:26:00,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8,15
2014-2015,0,7,7,11/14/2014,1.00,29-319,29.8739726,CLE,0,BOS,1,W,1,40:51:00,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5,10
2014-2015,0,8,8,11/15/2014,2.00,29-320,29.87671233,CLE,1,ATL,33,W,1,28:54:00,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2,14
2014-2015,0,9,9,11/17/2014,2.00,29-322,29.88219178,CLE,1,DEN,-9,L,1,40:34:00,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6,-13
2014-2015,0,10,10,11/19/2014,2.00,29-324,29.88767123,CLE,1,SAS,-2,L,1,34:06:00,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,15,10.3,-3
2014-2015,0,11,11,11/21/2014,1.00,29-326,29.89315068,CLE,0,WAS,-13,L,1,39:02:00,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2,-13
2014-2015,0,12,12,11/22/2014,2.00,29-327,29.89589041,CLE,1,TOR,-17,L,1,37:17:00,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8,-8
2014-2015,0,13,13,11/24/2014,2.00,29-329,29.90136986,CLE,1,ORL,32,W,1,31:00:00,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2,19
2014-2015,0,14,14,11/26/2014,3.00,29-331,29.90684932,CLE,1,WAS,26,W,1,36:05:00,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6,24
2014-2015,0,15,15,11/29/2014,3.00,29-334,29.91506849,CLE,1,IND,12,W,1,31:44:00,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,14
2014-2015,0,16,16,12/2/2014,2.00,29-337,29.92328767,CLE,1,MIL,3,W,1,41:05:00,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,15
2014-2015,0,17,17,12/4/2014,1.00,29-339,29.92876712,CLE,0,NYK,3,W,1,39:31:00,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2,12
2014-2015,0,18,18,12/5/2014,3.00,29-340,29.93150685,CLE,0,TOR,14,W,1,42:27:00,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3,11
2014-2015,0,19,19,12/8/2014,1.00,29-343,29.93972603,CLE,0,BRK,22,W,1,33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,20
2014-2015,0,20,20,12/9/2014,3.00,29-344,29.94246575,CLE,1,TOR,4,W,1,41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,7
2014-2015,0,22,21,12/12/2014,3.00,29-347,29.95068493,CLE,0,NOP,-5,L,1,37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3
2014-2015,0,23,22,12/15/2014,2.00,29-350,29.95890411,CLE,1,CHO,9,W,1,40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,16
2014-2015,0,24,23,12/17/2014,2.00,29-352,29.96438356,CLE,1,ATL,-29,L,1,29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18
2014-2015,0,25,24,12/19/2014,2.00,29-354,29.96986301,CLE,1,BRK,4,W,1,39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,-5
2014-2015,0,26,25,12/21/2014,2.00,29-356,29.97534247,CLE,1,MEM,14,W,1,37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,8
2014-2015,0,27,26,12/23/2014,2.00,29-358,29.98082192,CLE,1,MIN,21,W,1,34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,22
2014-2015,0,28,27,12/25/2014,1.00,29-360,29.98630137,CLE,0,MIA,-10,L,1,40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9
2014-2015,0,29,28,12/26/2014,2.00,29-361,29.9890411,CLE,0,ORL,9,W,1,36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,7
2014-2015,0,30,29,12/28/2014,16.00,29-363,29.99452055,CLE,1,DET,-23,L,1,31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8,-17
2014-2015,0,39,30,1/13/2015,2.00,30-014,30.03835616,CLE,0,PHO,-7,L,1,36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,4
2014-2015,0,40,31,1/15/2015,1.00,30-016,30.04383562,CLE,0,LAL,7,W,1,38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28,15
2014-2015,0,41,32,1/16/2015,3.00,30-017,30.04657534,CLE,0,LAC,5,W,1,42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,8
2014-2015,0,42,33,1/19/2015,2.00,30-020,30.05479452,CLE,1,CHI,14,W,1,36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,16
2014-2015,0,43,34,1/21/2015,2.00,30-022,30.06027397,CLE,1,UTA,14,W,1,35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,14
2014-2015,0,44,35,1/23/2015,2.00,30-024,30.06575342,CLE,1,CHO,39,W,1,26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,31
2014-2015,0,45,36,1/25/2015,2.00,30-026,30.07123288,CLE,1,OKC,10,W,1,38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,5
2014-2015,0,46,37,1/27/2015,3.00,30-028,30.07671233,CLE,0,DET,8,W,1,35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0
2014-2015,0,48,38,1/30/2015,1.00,30-031,30.08493151,CLE,1,SAC,11,W,1,33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,13
2014-2015,0,49,39,1/31/2015,2.00,30-032,30.08767123,CLE,0,MIN,16,W,1,39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,25
2014-2015,0,50,40,2/2/2015,3.00,30-034,30.09315068,CLE,1,PHI,13,W,1,35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,19
2014-2015,0,51,41,2/5/2015,1.00,30-037,30.10136986,CLE,1,LAC,11,W,1,27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,28
2014-2015,0,52,42,2/6/2015,2.00,30-038,30.10410959,CLE,0,IND,-4,L,1,38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3
2014-2015,0,53,43,2/8/2015,3.00,30-040,30.10958904,CLE,1,LAL,15,W,1,30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,15
2014-2015,0,54,44,2/11/2015,1.00,30-043,30.11780822,CLE,1,MIA,20,W,1,31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,19
2014-2015,0,55,45,2/12/2015,8.00,30-044,30.12054795,CLE,0,CHI,-15,L,1,34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27
2014-2015,0,56,46,2/20/2015,2.00,30-052,30.14246575,CLE,0,WAS,38,W,1,25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,30
2014-2015,0,57,47,2/22/2015,2.00,30-054,30.14794521,CLE,0,NYK,18,W,1,27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,14
2014-2015,0,58,48,2/24/2015,2.00,30-056,30.15342466,CLE,0,DET,9,W,1,39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,27
2014-2015,0,59,49,2/26/2015,3.00,30-058,30.15890411,CLE,1,GSW,11,W,1,36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,9
2014-2015,0,61,50,3/1/2015,2.00,30-061,30.16712329,CLE,0,HOU,-2,L,1,42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8
2014-2015,0,62,51,3/3/2015,1.00,30-063,30.17260274,CLE,1,BOS,31,W,1,25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,35
2014-2015,0,63,52,3/4/2015,2.00,30-064,30.17534247,CLE,0,TOR,8,W,1,37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,6
2014-2015,0,64,53,3/6/2015,1.00,30-066,30.18082192,CLE,0,ATL,-9,L,1,40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4
2014-2015,0,65,54,3/7/2015,3.00,30-067,30.18356164,CLE,1,PHO,10,W,1,36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,19
2014-2015,0,66,55,3/10/2015,2.00,30-070,30.19178082,CLE,0,DAL,33,W,1,28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,27
2014-2015,0,67,56,3/12/2015,3.00,30-072,30.19726027,CLE,0,SAS,3,W,1,43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,3
2014-2015,0,68,57,3/15/2015,1.00,30-075,30.20547945,CLE,0,ORL,15,W,1,34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,25
2014-2015,0,69,58,3/16/2015,2.00,30-076,30.20821918,CLE,0,MIA,-14,L,1,35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,-17
2014-2015,0,70,59,3/18/2015,2.00,30-078,30.21369863,CLE,1,BRK,25,W,1,34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,13
2014-2015,0,71,60,3/20/2015,2.00,30-080,30.21917808,CLE,1,IND,3,W,1,39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,-7
2014-2015,0,72,61,3/22/2015,3.00,30-082,30.22465753,CLE,0,MIL,18,W,1,39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,4
2014-2015,0,73,62,3/25/2015,2.00,30-085,30.23287671,CLE,0,MEM,22,W,1,31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,31
2014-2015,0,74,63,3/27/2015,2.00,30-087,30.23835616,CLE,0,BRK,-8,L,1,38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,-1
2014-2015,0,75,64,3/29/2015,4.00,30-089,30.24383562,CLE,1,PHI,1,W,1,37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,-4
2014-2015,0,76,65,4/2/2015,3.00,30-093,30.25479452,CLE,1,MIA,26,W,1,35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,14
2014-2015,0,77,66,4/5/2015,3.00,30-096,30.2630137,CLE,1,CHI,5,W,1,36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,10
2014-2015,0,78,67,4/8/2015,2.00,30-099,30.27123288,CLE,0,MIL,5,W,1,39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,0
2014-2015,0,79,68,4/10/2015,3.00,30-101,30.27671233,CLE,1,BOS,-9,L,1,26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,1
2014-2015,0,81,69,4/13/2015,6.00,30-104,30.28493151,CLE,1,DET,12,W,1,32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,19
2014-2015,1,1,1,4/19/2015,2.00,30-110,30.30136986,CLE,1,BOS,13,W,1,41:55:00,8,18,0.444,1,3,0.333,3,4,0.75,0,6,6,7,2,1,5,2,20,13.8,3
2014-2015,1,2,2,4/21/2015,2.00,30-112,30.30684932,CLE,1,BOS,8,W,1,41:48:00,11,22,0.5,1,5,0.2,7,8,0.875,1,8,9,7,0,2,6,3,30,20.8,11
2014-2015,1,3,3,4/23/2015,3.00,30-114,30.31232877,CLE,0,BOS,8,W,1,41:58:00,13,26,0.5,1,5,0.2,4,5,0.8,1,10,11,4,4,2,2,1,31,27.1,2
2014-2015,1,4,4,4/26/2015,8.00,30-117,30.32054795,CLE,0,BOS,8,W,1,46:22:00,10,24,0.417,1,7,0.143,6,10,0.6,0,10,10,8,3,1,6,2,27,18.1,7
2014-2015,1,5,5,5/4/2015,2.00,30-125,30.34246575,CLE,1,CHI,-7,L,1,41:56:00,9,22,0.409,0,3,0,1,2,0.5,4,11,15,9,3,1,6,4,19,15.3,-11
2014-2015,1,6,6,5/6/2015,2.00,30-127,30.34794521,CLE,1,CHI,15,W,1,34:13:00,13,29,0.448,0,2,0,7,9,0.778,3,5,8,5,2,1,2,2,33,24.1,31
2014-2015,1,7,7,5/8/2015,2.00,30-129,30.35342466,CLE,0,CHI,-3,L,1,43:39:00,8,25,0.32,1,7,0.143,10,11,0.909,2,6,8,14,1,1,7,4,27,18.4,0
2014-2015,1,8,8,5/10/2015,2.00,30-131,30.35890411,CLE,0,CHI,2,W,1,43:09:00,10,30,0.333,1,7,0.143,4,4,1,2,12,14,8,1,2,8,4,25,11.4,5
2014-2015,1,9,9,5/12/2015,2.00,30-133,30.36438356,CLE,1,CHI,5,W,1,40:56:00,14,24,0.583,1,5,0.2,9,12,0.75,2,10,12,6,3,3,0,3,38,38.1,-4
2014-2015,1,10,10,5/14/2015,6.00,30-135,30.36986301,CLE,0,CHI,21,W,1,41:03:00,7,23,0.304,0,4,0,1,2,0.5,1,8,9,11,0,2,4,4,15,7.9,20
2014-2015,1,11,11,5/20/2015,2.00,30-141,30.38630137,CLE,0,ATL,8,W,1,38:02:00,12,26,0.462,0,1,0,7,8,0.875,1,7,8,6,1,0,4,3,31,20,3
2014-2015,1,12,12,5/22/2015,2.00,30-143,30.39178082,CLE,0,ATL,12,W,1,38:58:00,10,22,0.455,2,7,0.286,8,11,0.727,1,8,9,11,0,1,4,1,30,24.5,20
2014-2015,1,13,13,5/24/2015,2.00,30-145,30.39726027,CLE,1,ATL,3,W,1,46:47:00,14,37,0.378,1,6,0.167,8,10,0.8,8,10,18,13,3,0,6,4,37,29,-3
2014-2015,1,14,14,5/26/2015,9.00,30-147,30.40273973,CLE,1,ATL,30,W,1,29:10:00,10,20,0.5,2,6,0.333,1,4,0.25,0,9,9,7,2,1,1,2,23,20.3,20
2014-2015,1,15,15,6/4/2015,3.00,30-156,30.42739726,CLE,0,GSW,-8,L,1,45:46:00,18,38,0.474,2,8,0.25,6,10,0.6,0,8,8,6,0,0,4,2,44,24.8,-3
2014-2015,1,16,16,6/7/2015,2.00,30-159,30.43561644,CLE,0,GSW,2,W,1,50:20:00,11,35,0.314,3,6,0.5,14,18,0.778,4,12,16,11,1,1,3,3,39,28.9,0
2014-2015,1,17,17,6/9/2015,2.00,30-161,30.44109589,CLE,1,GSW,5,W,1,46:00:00,14,34,0.412,2,6,0.333,10,12,0.833,1,11,12,8,4,2,4,1,40,31.6,7
2014-2015,1,18,18,6/11/2015,3.00,30-163,30.44657534,CLE,1,GSW,-21,L,1,40:55:00,7,22,0.318,1,4,0.25,5,10,0.5,2,10,12,8,0,0,2,5,20,11.4,-15
2014-2015,1,19,19,6/14/2015,2.00,30-166,30.45479452,CLE,0,GSW,-13,L,1,44:46:00,15,34,0.441,3,8,0.375,7,9,0.778,1,13,14,11,1,0,2,5,40,30.7,-11
2014-2015,1,20,20,6/16/2015,133.00,30-168,30.46027397,CLE,1,GSW,-8,L,1,46:42:00,13,33,0.394,2,10,0.2,4,8,0.5,3,15,18,9,2,0,6,3,32,20.2,-3
2015-2016,0,1,1,10/27/2015,1.00,30-301,30.82465753,CLE,0,CHI,-2,L,1,36:04:00,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,25,18.5,1
2015-2016,0,2,2,10/28/2015,2.00,30-302,30.82739726,CLE,0,MEM,30,W,1,30:48:00,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,10
2015-2016,0,3,3,10/30/2015,3.00,30-304,30.83287671,CLE,1,MIA,10,W,1,33:56:00,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21,7
2015-2016,0,4,4,11/2/2015,2.00,30-307,30.84109589,CLE,0,PHI,7,W,1,33:20:00,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9,21
2015-2016,0,5,5,11/4/2015,2.00,30-309,30.84657534,CLE,1,NYK,10,W,1,35:04:00,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15,14
2015-2016,0,6,6,11/6/2015,2.00,30-311,30.85205479,CLE,1,PHI,6,W,1,36:20:00,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,1,31,29.5,24
2015-2016,0,7,7,11/8/2015,2.00,30-313,30.85753425,CLE,1,IND,4,W,1,35:01:00,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,0,29,17.5,1
2015-2016,0,8,8,11/10/2015,3.00,30-315,30.8630137,CLE,1,UTA,4,W,1,37:51:00,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,4
2015-2016,0,9,9,11/13/2015,1.00,30-318,30.87123288,CLE,0,NYK,6,W,1,39:23:00,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,31,23.1,17
2015-2016,0,10,10,11/14/2015,3.00,30-319,30.8739726,CLE,0,MIL,-3,L,1,45:03:00,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,3,37,24.5,-2
2015-2016,0,11,11,11/17/2015,2.00,30-322,30.88219178,CLE,0,DET,-5,L,1,39:48:00,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,3,30,18,-6
2015-2016,0,12,12,11/19/2015,2.00,30-324,30.88767123,CLE,1,MIL,15,W,1,34:59:00,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,3,27,24,13
2015-2016,0,13,13,11/21/2015,2.00,30-326,30.89315068,CLE,1,ATL,12,W,1,33:20:00,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,19,19.4,17
2015-2016,0,14,14,11/23/2015,2.00,30-328,30.89863014,CLE,1,ORL,14,W,1,34:58:00,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,15,16.3,29
